seaSurveyName,seaNpdidSurvey,seaPolygonPointNumber,seaPolygonNSDeg,seaPolygonNSMin,seaPolygonNSSec,seaPolygonEWDeg,seaPolygonEWMin,seaPolygonEWSec,datesyncNPD
BPN11302,7392,1,56,12,54.23,3,21,28.60,10.10.2017
BPN11302,7392,2,56,15,36.30,3,29,53.29,10.10.2017
BPN11302,7392,3,56,10,33.88,3,34,39.58,10.10.2017
BPN11302,7392,4,56,7,35.00,3,26,15.59,10.10.2017
BPN11303,7485,1,56,12,20.00,3,23,7.00,10.10.2017
BPN11303,7485,2,56,14,20.00,3,29,26.00,10.10.2017
BPN11303,7485,3,56,10,49.00,3,33,0.00,10.10.2017
BPN11303,7485,4,56,8,49.00,3,26,42.00,10.10.2017
BPN11304,7486,1,65,56,59.00,7,49,26.00,10.10.2017
BPN11304,7486,2,65,53,18.00,7,41,45.00,10.10.2017
BPN11304,7486,3,65,56,25.00,7,32,42.00,10.10.2017
BPN11304,7486,4,66,0,7.00,7,40,22.00,10.10.2017
BPN11304,7486,5,65,58,36.00,7,50,0.00,10.10.2017
BPN11305,7512,1,65,47,18.00,7,36,54.00,10.10.2017
BPN11305,7512,2,65,50,30.00,7,41,44.00,10.10.2017
BPN11305,7512,3,65,50,27.00,7,41,59.00,10.10.2017
BPN11305,7512,4,65,58,46.00,7,40,2.00,10.10.2017
BPN11305,7512,5,65,58,46.00,7,41,21.00,10.10.2017
BPN11305,7512,6,65,50,5.00,7,43,23.00,10.10.2017
BPN11305,7512,7,65,48,31.00,7,49,33.00,10.10.2017
BPN11305,7512,8,65,45,19.00,7,44,42.00,10.10.2017
BPN12001,7638,1,56,15,43.00,3,3,41.00,10.10.2017
BPN12001,7638,2,56,24,0.00,3,3,51.00,10.10.2017
BPN12001,7638,3,56,31,32.00,3,23,20.00,10.10.2017
BPN12001,7638,4,56,10,5.00,3,49,21.00,10.10.2017
BPN12001,7638,5,56,5,27.00,3,36,36.00,10.10.2017
BPN12001,7638,6,56,1,41.00,3,23,50.00,10.10.2017
BPN12301,7639,1,56,11,53.00,3,27,1.00,10.10.2017
BPN12301,7639,2,56,20,55.00,3,19,33.00,10.10.2017
BPN12301,7639,3,56,21,10.00,3,20,37.00,10.10.2017
BPN12301,7639,4,56,12,9.00,3,28,4.00,10.10.2017
BPN13001,7907,1,63,0,19.00,2,40,59.00,10.10.2017
BPN13001,7907,2,63,0,44.00,2,41,42.00,10.10.2017
BPN13001,7907,3,63,4,18.00,2,31,16.00,10.10.2017
BPN13001,7907,4,63,3,52.00,2,30,34.00,10.10.2017
BPN13201,7847,1,56,20,57.40,3,6,9.47,10.10.2017
BPN13201,7847,2,56,26,36.06,3,28,13.36,10.10.2017
BPN13201,7847,3,56,10,24.99,3,41,30.09,10.10.2017
BPN13201,7847,4,56,4,48.68,3,19,33.54,10.10.2017
BPN13301,7845,1,56,22,9.00,3,22,40.00,10.10.2017
BPN13301,7845,2,56,18,16.00,3,27,32.00,10.10.2017
BPN13301,7845,3,56,18,15.00,3,33,56.00,10.10.2017
BPN13301,7845,4,56,14,55.00,3,33,53.00,10.10.2017
BPN13301,7845,5,56,14,56.00,3,30,30.00,10.10.2017
BPN13301,7845,6,56,14,9.00,3,31,12.00,10.10.2017
BPN13301,7845,7,56,11,50.00,3,30,5.00,10.10.2017
BPN13301,7845,8,56,10,49.00,3,27,7.00,10.10.2017
BPN13301,7845,9,56,11,31.00,3,23,17.00,10.10.2017
BPN13301,7845,10,56,14,12.00,3,18,15.00,10.10.2017
BPN13301,7845,11,56,21,3.00,3,17,14.00,10.10.2017
BPN13302,7848,1,56,6,47.00,3,27,26.00,10.10.2017
BPN13302,7848,2,56,10,40.00,3,20,46.00,10.10.2017
BPN13302,7848,3,56,14,24.00,3,27,45.00,10.10.2017
BPN13302,7848,4,56,10,29.00,3,34,25.00,10.10.2017
BPN13303,7891,1,56,20,35.00,3,25,35.00,10.10.2017
BPN13303,7891,2,56,13,29.00,3,31,26.00,10.10.2017
BPN13303,7891,3,56,10,38.00,3,20,19.00,10.10.2017
BPN13303,7891,4,56,17,44.00,3,14,26.00,10.10.2017
BPN14001,8032,1,57,5,1.00,2,40,16.00,10.10.2017
BPN14001,8032,2,57,10,31.00,2,58,7.00,10.10.2017
BPN14001,8032,3,56,50,42.00,3,18,2.00,10.10.2017
BPN14001,8032,4,56,45,17.00,2,59,55.00,10.10.2017
BPN14217,8014,1,56,11,20.00,3,24,10.00,10.10.2017
BPN14217,8014,2,56,19,38.00,3,17,18.00,10.10.2017
BPN14217,8014,3,56,21,38.00,3,25,9.00,10.10.2017
BPN14217,8014,4,56,13,20.00,3,31,59.00,10.10.2017
BPN14301,8060,1,56,16,30.00,3,21,51.00,10.10.2017
BPN14301,8060,2,56,17,6.00,3,21,56.00,10.10.2017
BPN14301,8060,3,56,17,31.00,3,22,24.00,10.10.2017
BPN14301,8060,4,56,17,45.00,3,23,19.00,10.10.2017
BPN14301,8060,5,56,17,41.00,3,24,19.00,10.10.2017
BPN14301,8060,6,56,17,21.00,3,25,6.00,10.10.2017
BPN14301,8060,7,56,16,45.00,3,25,37.00,10.10.2017
BPN14301,8060,8,56,16,8.00,3,25,36.00,10.10.2017
BPN14301,8060,9,56,15,47.00,3,25,9.00,10.10.2017
BPN14301,8060,10,56,15,28.00,3,24,1.00,10.10.2017
BPN14301,8060,11,56,15,31.00,3,23,4.00,10.10.2017
BPN14301,8060,12,56,15,49.00,3,22,24.00,10.10.2017
BPN14302,8063,1,56,17,48.87,3,16,39.61,10.10.2017
BPN14302,8063,2,56,19,50.81,3,24,36.68,10.10.2017
BPN14302,8063,3,56,13,53.29,3,29,31.27,10.10.2017
BPN14302,8063,4,56,11,51.57,3,21,35.17,10.10.2017
BPN15218,8241,1,56,19,59.84,3,13,38.59,10.10.2017
BPN15218,8241,2,56,22,17.94,3,22,30.33,10.10.2017
BPN15218,8241,3,56,20,31.03,3,28,47.20,10.10.2017
BPN15218,8241,4,56,14,15.20,3,33,57.82,10.10.2017
BPN15218,8241,5,56,13,53.93,3,33,36.48,10.10.2017
BPN15218,8241,6,56,13,14.95,3,34,8.41,10.10.2017
BPN15218,8241,7,56,10,38.86,3,33,6.81,10.10.2017
BPN15218,8241,8,56,8,21.73,3,24,45.67,10.10.2017
BPN15218,8241,9,56,9,53.14,3,23,32.71,10.10.2017
BPN15218,8241,10,56,9,49.70,3,23,20.16,10.10.2017
BPN15218,8241,11,56,12,40.81,3,20,59.14,10.10.2017
BPN15218,8241,12,56,12,47.80,3,19,36.84,10.10.2017
BPN15301,8214,1,56,16,30.83,3,21,51.33,10.10.2017
BPN15301,8214,2,56,17,6.42,3,21,56.60,10.10.2017
BPN15301,8214,3,56,17,31.07,3,22,24.18,10.10.2017
BPN15301,8214,4,56,17,45.13,3,23,19.97,10.10.2017
BPN15301,8214,5,56,17,41.01,3,24,19.62,10.10.2017
BPN15301,8214,6,56,17,21.91,3,25,6.62,10.10.2017
BPN15301,8214,7,56,16,45.76,3,25,37.34,10.10.2017
BPN15301,8214,8,56,16,8.75,3,25,36.28,10.10.2017
BPN15301,8214,9,56,15,47.36,3,25,9.79,10.10.2017
BPN15301,8214,10,56,15,28.63,3,24,1.50,10.10.2017
BPN15301,8214,11,56,15,31.31,3,23,4.51,10.10.2017
BPN15301,8214,12,56,15,49.38,3,22,24.09,10.10.2017
BPN15302,8249,1,56,19,29.00,3,24,20.00,10.10.2017
BPN15302,8249,2,56,16,58.00,3,28,28.00,10.10.2017
BPN15302,8249,3,56,16,25.00,3,28,55.00,10.10.2017
BPN15302,8249,4,56,14,12.00,3,28,42.00,10.10.2017
BPN15302,8249,5,56,12,24.00,3,21,40.00,10.10.2017
BPN15302,8249,6,56,17,40.00,3,17,18.00,10.10.2017
BPN16301,8355,1,56,16,30.84,3,21,51.18,10.10.2017
BPN16301,8355,2,56,17,6.43,3,21,56.61,10.10.2017
BPN16301,8355,3,56,17,31.08,3,22,24.19,10.10.2017
BPN16301,8355,4,56,17,45.13,3,23,19.97,10.10.2017
BPN16301,8355,5,56,17,41.02,3,24,19.62,10.10.2017
BPN16301,8355,6,56,17,21.92,3,25,6.62,10.10.2017
BPN16301,8355,7,56,16,45.76,3,25,37.34,10.10.2017
BPN16301,8355,8,56,16,8.76,3,25,36.28,10.10.2017
BPN16301,8355,9,56,15,47.37,3,25,9.79,10.10.2017
BPN16301,8355,10,56,15,28.63,3,24,1.50,10.10.2017
BPN16301,8355,11,56,15,31.32,3,23,4.51,10.10.2017
BPN16301,8355,12,56,15,49.39,3,22,24.09,10.10.2017
BPN16302,8362,1,56,12,8.14,3,20,49.45,10.10.2017
BPN16302,8362,2,56,13,23.36,3,25,35.05,10.10.2017
BPN16302,8362,3,56,19,3.65,3,20,54.06,10.10.2017
BPN16302,8362,4,56,17,48.78,3,16,1.85,10.10.2017
BST6,7215,1,73,12,28.49,22,56,56.95,10.10.2017
BST6,7215,2,72,57,5.15,21,28,23.32,10.10.2017
BST6,7215,3,72,49,17.82,21,27,49.03,10.10.2017
BST6,7215,4,72,42,22.68,21,44,15.95,10.10.2017
BST6,7215,5,73,2,45.57,23,34,55.22,10.10.2017
BST6,7215,6,73,12,1.51,23,16,2.53,10.10.2017
BST6,7215,7,73,12,28.49,22,56,56.95,10.10.2017
Caterpillar2010,7247,1,59,17,19.00,1,51,29.00,10.10.2017
Caterpillar2010,7247,2,59,18,42.00,1,54,42.00,10.10.2017
Caterpillar2010,7247,3,59,16,24.00,1,59,8.00,10.10.2017
Caterpillar2010,7247,4,59,15,0.00,1,55,54.00,10.10.2017
CE0901,7121,1,65,15,54.23,6,35,39.13,10.10.2017
CE0901,7121,2,65,19,6.74,6,48,36.05,10.10.2017
CE0901,7121,3,65,15,32.74,6,53,38.66,10.10.2017
CE0901,7121,4,65,12,20.66,6,40,42.87,10.10.2017
CE0902,7122,1,64,17,49.91,7,51,13.79,10.10.2017
CE0902,7122,2,64,13,37.13,7,56,44.01,10.10.2017
CE0902,7122,3,64,11,13.41,7,47,3.99,10.10.2017
CE0902,7122,4,64,15,25.82,7,41,32.78,10.10.2017
CE1001,7318,1,57,6,7.77,3,3,24.44,10.10.2017
CE1001,7318,2,57,3,19.74,3,7,16.33,10.10.2017
CE1001,7318,3,57,1,23.15,3,2,31.82,10.10.2017
CE1001,7318,4,57,4,11.04,2,58,39.77,10.10.2017
CE1001,7318,5,57,6,7.85,2,50,37.68,10.10.2017
CE1001,7318,6,57,4,32.00,3,1,50.00,10.10.2017
CE1001,7318,7,57,8,16.76,3,3,59.09,10.10.2017
CE1002,7361,1,57,4,10.00,3,2,15.00,10.10.2017
CE1002,7361,2,57,4,10.00,3,2,50.00,10.10.2017
CE1002,7361,3,57,3,25.00,3,2,50.00,10.10.2017
CE1002,7361,4,57,3,25.00,3,2,15.00,10.10.2017
CE1101,7407,1,65,13,20.66,6,33,51.81,10.10.2017
CE1101,7407,2,65,11,53.81,6,41,0.13,10.10.2017
CE1101,7407,3,65,13,35.07,6,45,13.85,10.10.2017
CE1101,7407,4,65,13,32.02,6,45,21.37,10.10.2017
CE1101,7407,5,65,11,46.20,6,41,37.54,10.10.2017
CE1101,7407,6,65,11,7.08,6,44,49.55,10.10.2017
CE1101,7407,7,65,5,46.09,6,38,40.44,10.10.2017
CE1101,7407,8,65,7,59.11,6,27,43.97,10.10.2017
CE1101,7407,9,65,9,55.34,6,29,56.62,10.10.2017
CE1101,7407,10,65,10,12.58,6,25,39.51,10.10.2017
CE1101,7407,11,65,10,17.21,6,25,40.91,10.10.2017
CE1101,7407,12,65,10,6.39,6,30,9.24,10.10.2017
CE1201,7654,1,57,9,20.39,3,0,20.89,10.10.2017
CE1201,7654,2,57,9,20.00,3,9,48.70,10.10.2017
CE1201,7654,3,57,0,56.59,3,9,46.49,10.10.2017
CE1201,7654,4,57,0,56.97,3,0,20.81,10.10.2017
CE1201,7654,5,57,3,49.14,3,0,20.84,10.10.2017
CE1201,7654,6,57,4,19.73,2,50,56.62,10.10.2017
CE1201,7654,7,57,4,33.44,2,50,58.46,10.10.2017
CE1201,7654,8,57,4,13.81,3,0,20.84,10.10.2017
CE1201,7654,9,57,6,55.77,3,0,20.86,10.10.2017
CE1201,7654,10,57,7,12.14,2,48,20.51,10.10.2017
CE1201,7654,11,57,7,23.88,2,48,20.21,10.10.2017
CE1201,7654,12,57,7,20.89,3,0,20.87,10.10.2017
CE1202,7688,1,57,16,22.00,2,40,28.00,10.10.2017
CE1202,7688,2,56,54,39.00,2,40,34.00,10.10.2017
CE1202,7688,3,56,54,17.00,3,24,42.00,10.10.2017
CE1202,7688,4,57,16,3.00,3,24,20.00,10.10.2017
CE1202,7688,5,57,16,22.00,2,40,28.00,10.10.2017
CE1203,7678,1,60,2,41.38,2,17,2.74,10.10.2017
CE1203,7678,2,60,2,44.44,2,27,48.97,10.10.2017
CE1203,7678,3,59,57,21.21,2,27,54.20,10.10.2017
CE1203,7678,4,59,54,32.39,2,31,45.34,10.10.2017
CE1203,7678,5,59,54,36.33,2,40,6.04,10.10.2017
CE1203,7678,6,59,50,3.13,2,40,8.76,10.10.2017
CE1203,7678,7,59,36,59.85,3,11,46.93,10.10.2017
CE1203,7678,8,59,36,22.99,3,10,44.97,10.10.2017
CE1203,7678,9,59,49,13.01,2,39,38.64,10.10.2017
CE1203,7678,10,59,49,9.28,2,22,36.58,10.10.2017
CE1203,7678,11,59,51,26.58,2,22,34.01,10.10.2017
CE1203,7678,12,59,52,25.81,2,3,9.12,10.10.2017
CE1203,7678,13,59,53,14.10,2,3,12.89,10.10.2017
CE1203,7678,14,59,52,40.12,2,22,32.63,10.10.2017
CE1203,7678,15,59,57,19.77,2,22,27.38,10.10.2017
CE1203,7678,16,59,57,18.16,2,17,9.71,10.10.2017
CE13300,7770,1,57,5,1.00,3,2,29.10,10.10.2017
CE13300,7770,2,57,5,0.70,3,8,54.00,10.10.2017
CE13300,7770,3,57,1,25.70,3,8,53.10,10.10.2017
CE13300,7770,4,57,1,25.90,3,2,28.90,10.10.2017
CE13301,7941,1,67,14,45.79,7,14,10.86,10.10.2017
CE13301,7941,2,67,14,51.39,7,35,26.20,10.10.2017
CE13301,7941,3,67,10,5.73,7,35,32.49,10.10.2017
CE13301,7941,4,67,10,0.16,7,14,21.26,10.10.2017
CE14001,8068,1,63,58,58.18,6,13,16.03,10.10.2017
CE14001,8068,2,63,39,49.40,7,3,34.45,10.10.2017
CE14001,8068,3,63,14,21.75,6,14,8.40,10.10.2017
CE14001,8068,4,63,35,57.48,5,24,44.24,10.10.2017
CE14300,8041,1,57,5,27.87,3,1,56.44,10.10.2017
CE14300,8041,2,57,5,27.74,3,5,54.05,10.10.2017
CE14300,8041,3,57,2,46.05,3,5,53.62,10.10.2017
CE14300,8041,4,57,2,46.17,3,1,56.30,10.10.2017
CE14300,8041,5,57,3,26.32,3,1,56.34,10.10.2017
CE14300,8041,6,57,3,19.38,3,1,39.52,10.10.2017
CE14300,8041,7,57,3,29.70,3,1,25.17,10.10.2017
CE14300,8041,8,57,3,42.53,3,1,56.35,10.10.2017
CE14301,8085,1,57,5,27.87,3,1,56.44,10.10.2017
CE14301,8085,2,57,5,27.74,3,5,54.05,10.10.2017
CE14301,8085,3,57,3,18.39,3,5,53.71,10.10.2017
CE14301,8085,4,57,3,18.51,3,1,56.33,10.10.2017
CE15100,8267,1,57,6,7.18,2,47,43.18,10.10.2017
CE15100,8267,2,57,8,3.70,2,48,47.96,10.10.2017
CE15100,8267,3,57,8,4.03,2,53,33.43,10.10.2017
CE15100,8267,4,57,5,57.92,3,6,20.27,10.10.2017
CE15100,8267,5,56,56,22.00,3,10,27.12,10.10.2017
CE15100,8267,6,56,50,48.03,3,10,25.57,10.10.2017
CE15100,8267,7,56,30,40.10,3,18,2.13,10.10.2017
CE15100,8267,8,56,30,19.48,3,14,57.74,10.10.2017
CE15100,8267,9,56,33,14.29,3,13,32.22,10.10.2017
CE15100,8267,10,56,33,29.89,3,12,53.08,10.10.2017
CE15100,8267,11,56,43,6.59,3,8,25.81,10.10.2017
CE15100,8267,12,56,47,27.02,3,7,1.34,10.10.2017
CE15100,8267,13,56,48,0.16,3,7,1.44,10.10.2017
CE15100,8267,14,56,48,0.17,3,6,49.65,10.10.2017
CE15100,8267,15,57,2,8.45,3,2,10.49,10.10.2017
CE15100,8267,16,57,3,43.38,2,48,55.20,10.10.2017
CE15300,8283,1,57,10,0.00,2,58,20.00,10.10.2017
CE15300,8283,2,57,10,0.00,3,10,0.00,10.10.2017
CE15300,8283,3,57,4,0.00,3,10,0.00,10.10.2017
CE15300,8283,4,57,4,0.00,2,58,20.00,10.10.2017
CE17300,8458,1,57,5,6.32,3,1,58.79,10.10.2017
CE17300,8458,2,57,5,6.19,3,5,56.36,10.10.2017
CE17300,8458,3,57,2,56.84,3,5,56.02,10.10.2017
CE17300,8458,4,57,2,56.96,3,1,58.67,10.10.2017
CE17301,8478,1,73,34,21.42,21,59,16.89,10.10.2017
CE17301,8478,2,73,31,16.88,22,25,28.52,10.10.2017
CE17301,8478,3,73,19,28.20,22,8,16.28,10.10.2017
CE17301,8478,4,73,22,30.61,21,42,19.67,10.10.2017
CGG1302,7875,1,57,21,38.34,2,57,32.80,10.10.2017
CGG1302,7875,2,56,26,1.54,2,56,56.00,10.10.2017
CGG1302,7875,3,56,26,4.61,2,48,51.18,10.10.2017
CGG1302,7875,4,56,35,42.00,2,36,48.00,10.10.2017
CGG1302,7875,5,57,0,0.00,2,24,46.42,10.10.2017
CGG1302,7875,6,57,15,29.18,2,17,6.71,10.10.2017
CGG1302,7875,7,57,21,58.19,2,13,54.07,10.10.2017
CGG1302,7875,8,57,21,38.34,2,57,32.80,10.10.2017
CGG1303,7878,1,72,40,49.36,30,21,49.26,10.10.2017
CGG1303,7878,2,72,40,29.05,31,59,56.65,10.10.2017
CGG1303,7878,3,71,30,1.38,32,0,0.00,10.10.2017
CGG1303,7878,4,71,30,4.48,30,25,6.94,10.10.2017
CGG1304,7885,1,57,4,37.10,3,32,8.21,10.10.2017
CGG1304,7885,2,57,4,34.81,4,22,59.27,10.10.2017
CGG1304,7885,3,56,24,16.47,4,21,55.07,10.10.2017
CGG1304,7885,4,56,20,14.11,4,7,46.85,10.10.2017
CGG1304,7885,5,56,20,0.47,3,31,54.69,10.10.2017
CGG1305,7914,1,58,42,15.98,1,33,48.52,10.10.2017
CGG1305,7914,2,59,18,26.39,2,46,1.97,10.10.2017
CGG1305,7914,3,59,0,28.06,3,15,6.34,10.10.2017
CGG1305,7914,4,58,56,27.08,3,21,30.60,10.10.2017
CGG1305,7914,5,58,50,20.84,3,31,10.82,10.10.2017
CGG1305,7914,6,58,41,30.25,3,12,25.42,10.10.2017
CGG1305,7914,7,58,38,32.05,3,6,10.64,10.10.2017
CGG1305,7914,8,58,15,44.15,2,19,10.34,10.10.2017
CGG1306,7955,1,62,17,34.50,4,26,46.00,10.10.2017
CGG1306,7955,2,60,51,54.38,4,26,41.36,10.10.2017
CGG1306,7955,3,60,51,54.42,3,45,48.97,10.10.2017
CGG1306,7955,4,62,17,27.00,3,43,37.80,10.10.2017
CGG14002,7983,1,57,21,38.34,2,57,32.80,10.10.2017
CGG14002,7983,2,56,26,1.54,2,56,56.00,10.10.2017
CGG14002,7983,3,56,26,4.61,2,48,51.18,10.10.2017
CGG14002,7983,4,56,35,42.00,2,36,48.00,10.10.2017
CGG14002,7983,5,57,0,0.00,2,24,46.42,10.10.2017
CGG14002,7983,6,57,15,29.18,2,17,6.71,10.10.2017
CGG14002,7983,7,57,21,58.19,2,13,54.07,10.10.2017
CGG14002,7983,8,57,21,38.34,2,57,32.80,10.10.2017
CGG14003,7984,1,60,12,41.00,4,26,8.00,10.10.2017
CGG14003,7984,2,60,12,35.00,4,26,7.00,10.10.2017
CGG14003,7984,3,60,12,47.00,4,4,44.00,10.10.2017
CGG14003,7984,4,59,30,44.17,4,3,23.07,10.10.2017
CGG14003,7984,5,59,30,58.57,2,44,7.96,10.10.2017
CGG14003,7984,6,62,10,45.00,2,42,49.00,10.10.2017
CGG14003,7984,7,62,10,44.00,3,22,46.00,10.10.2017
CGG14003,7984,8,62,36,29.00,3,23,6.00,10.10.2017
CGG14003,7984,9,62,36,10.00,4,15,9.00,10.10.2017
CGG14003,7984,10,62,34,59.00,4,15,4.00,10.10.2017
CGG14003,7984,11,62,33,36.00,4,15,8.00,10.10.2017
CGG14003,7984,12,62,32,9.00,4,15,23.00,10.10.2017
CGG14003,7984,13,62,30,0.00,4,16,0.00,10.10.2017
CGG14003,7984,14,62,28,0.00,4,16,0.00,10.10.2017
CGG14003,7984,15,62,28,0.00,4,17,0.00,10.10.2017
CGG14003,7984,16,62,26,0.00,4,17,0.00,10.10.2017
CGG14003,7984,17,62,26,0.00,4,18,0.00,10.10.2017
CGG14003,7984,18,62,25,0.00,4,18,0.00,10.10.2017
CGG14003,7984,19,62,25,0.00,4,19,0.00,10.10.2017
CGG14003,7984,20,62,24,0.00,4,19,0.00,10.10.2017
CGG14003,7984,21,62,24,0.00,4,20,0.00,10.10.2017
CGG14003,7984,22,62,23,0.00,4,20,0.00,10.10.2017
CGG14003,7984,23,62,23,0.00,4,21,0.00,10.10.2017
CGG14003,7984,24,62,22,0.00,4,21,0.00,10.10.2017
CGG14003,7984,25,62,22,0.00,4,22,0.00,10.10.2017
CGG14003,7984,26,62,21,0.00,4,22,0.00,10.10.2017
CGG14003,7984,27,62,21,0.00,4,23,0.00,10.10.2017
CGG14003,7984,28,62,20,0.00,4,23,0.00,10.10.2017
CGG14003,7984,29,62,20,0.00,4,24,0.00,10.10.2017
CGG14003,7984,30,62,19,0.00,4,24,0.00,10.10.2017
CGG14003,7984,31,62,19,0.00,4,25,0.00,10.10.2017
CGG14003,7984,32,62,18,0.00,4,25,0.00,10.10.2017
CGG14003,7984,33,62,18,0.00,4,27,0.00,10.10.2017
CGG14003,7984,34,62,17,0.00,4,27,0.00,10.10.2017
CGG14003,7984,35,62,17,0.00,4,29,0.00,10.10.2017
CGG14003,7984,36,62,16,0.00,4,29,0.00,10.10.2017
CGG14003,7984,37,62,16,0.00,4,31,56.00,10.10.2017
CGG14004,8097,1,65,11,50.65,6,33,34.50,10.10.2017
CGG14004,8097,2,63,32,44.40,5,3,57.17,10.10.2017
CGG14004,8097,3,63,43,40.69,4,0,22.50,10.10.2017
CGG14004,8097,4,65,23,24.68,5,26,36.53,10.10.2017
CGG14005,8120,1,56,59,17.32,2,41,12.27,10.10.2017
CGG14005,8120,2,56,59,27.74,2,25,2.39,10.10.2017
CGG14005,8120,3,57,4,52.70,2,22,21.65,10.10.2017
CGG14005,8120,4,57,40,59.78,2,4,28.11,10.10.2017
CGG14005,8120,5,57,40,51.89,2,20,59.41,10.10.2017
CGG14005,8120,6,56,59,17.32,2,41,12.27,10.10.2017
CGG14006,8128,1,61,20,0.00,3,0,0.00,10.10.2017
CGG14006,8128,2,61,19,49.30,2,6,6.10,10.10.2017
CGG14006,8128,3,62,10,42.40,2,4,35.90,10.10.2017
CGG14006,8128,4,62,10,53.50,3,0,0.00,10.10.2017
CGG1401,7979,1,72,25,36.50,31,23,23.60,10.10.2017
CGG1401,7979,2,72,25,54.10,34,57,7.19,10.10.2017
CGG1401,7979,3,71,21,44.99,33,26,16.12,10.10.2017
CGG1401,7979,4,71,21,6.29,31,25,32.51,10.10.2017
CGG15001,8179,1,62,6,31.10,3,4,35.90,10.10.2017
CGG15001,8179,2,61,15,28.90,3,4,28.40,10.10.2017
CGG15001,8179,3,61,15,26.60,2,34,35.90,10.10.2017
CGG15001,8179,4,61,25,38.10,2,34,27.70,10.10.2017
CGG15001,8179,5,61,25,34.40,2,19,7.30,10.10.2017
CGG15001,8179,6,62,6,24.90,2,18,12.50,10.10.2017
CGG15002,8189,1,62,35,59.40,4,13,3.20,10.10.2017
CGG15002,8189,2,61,51,51.60,4,11,25.60,10.10.2017
CGG15002,8189,3,61,51,54.90,3,4,50.40,10.10.2017
CGG15002,8189,4,62,36,14.70,3,4,33.10,10.10.2017
CGG15003,8194,1,62,8,4.60,2,55,23.90,10.10.2017
CGG15003,8194,2,62,8,0.10,3,35,46.10,10.10.2017
CGG15003,8194,3,60,15,40.70,3,33,42.40,10.10.2017
CGG15003,8194,4,60,15,44.90,2,55,39.80,10.10.2017
CGG15004,8195,1,61,20,33.70,3,40,8.20,10.10.2017
CGG15004,8195,2,61,20,24.20,4,4,40.90,10.10.2017
CGG15004,8195,3,60,15,30.30,4,2,32.20,10.10.2017
CGG15004,8195,4,60,15,39.30,3,38,48.30,10.10.2017
CGG15005,8196,1,61,44,13.90,3,56,25.60,10.10.2017
CGG15005,8196,2,61,43,56.70,4,28,56.20,10.10.2017
CGG15005,8196,3,60,15,18.00,4,24,54.00,10.10.2017
CGG15005,8196,4,60,15,34.20,3,53,51.80,10.10.2017
CGG15006,8197,1,62,14,50.80,4,21,12.60,10.10.2017
CGG15006,8197,2,62,14,43.40,4,33,31.60,10.10.2017
CGG15006,8197,3,60,15,16.50,4,27,47.60,10.10.2017
CGG15006,8197,4,60,15,23.30,4,16,13.80,10.10.2017
CGG15007,8252,1,61,41,1.54,2,28,25.10,10.10.2017
CGG15007,8252,2,61,41,5.09,3,5,6.12,10.10.2017
CGG15007,8252,3,59,21,55.00,3,4,44.90,10.10.2017
CGG15007,8252,4,59,21,47.47,2,15,24.57,10.10.2017
CGG15007,8252,5,59,51,49.48,2,14,44.47,10.10.2017
CGG15007,8252,6,59,51,45.07,2,3,20.71,10.10.2017
CGG15007,8252,7,59,53,48.00,2,4,36.00,10.10.2017
CGG15007,8252,8,59,55,0.00,2,4,22.48,10.10.2017
CGG15007,8252,9,60,0,0.00,2,3,25.98,10.10.2017
CGG15007,8252,10,60,5,0.00,2,2,29.20,10.10.2017
CGG15007,8252,11,60,10,0.00,2,1,32.12,10.10.2017
CGG15007,8252,12,60,15,0.00,2,0,34.75,10.10.2017
CGG15007,8252,13,60,18,1.00,2,0,0.00,10.10.2017
CGG15007,8252,14,60,20,0.00,1,59,37.09,10.10.2017
CGG15007,8252,15,60,25,0.00,1,58,39.13,10.10.2017
CGG15007,8252,16,60,30,0.00,1,57,40.88,10.10.2017
CGG15007,8252,17,60,35,0.00,1,56,42.32,10.10.2017
CGG15007,8252,18,60,40,0.00,1,55,43.45,10.10.2017
CGG15007,8252,19,60,43,40.45,1,55,0.00,10.10.2017
CGG15007,8252,20,60,45,0.00,1,54,44.28,10.10.2017
CGG15007,8252,21,60,50,0.00,1,53,44.80,10.10.2017
CGG15007,8252,22,60,55,0.00,1,52,45.00,10.10.2017
CGG15007,8252,23,61,0,0.00,1,51,44.90,10.10.2017
CGG15007,8252,24,61,5,0.00,1,50,44.47,10.10.2017
CGG15007,8252,25,61,8,39.76,1,50,0.00,10.10.2017
CGG15007,8252,26,61,10,0.00,1,49,43.72,10.10.2017
CGG15007,8252,27,61,15,0.00,1,48,42.65,10.10.2017
CGG15007,8252,28,61,20,0.00,1,47,41.25,10.10.2017
CGG15007,8252,29,61,21,24.00,1,47,24.00,10.10.2017
CGG15007,8252,30,61,25,0.00,1,45,14.66,10.10.2017
CGG15007,8252,31,61,25,24.43,1,45,0.00,10.10.2017
CGG15007,8252,32,61,30,0.00,1,42,14.16,10.10.2017
CGG15007,8252,33,61,33,41.90,1,40,0.00,10.10.2017
CGG15007,8252,34,61,35,0.00,1,39,12.65,10.10.2017
CGG15007,8252,35,61,40,0.00,1,36,10.12,10.10.2017
CGG15007,8252,36,61,41,54.80,1,35,0.00,10.10.2017
CGG15007,8252,37,61,44,12.00,1,33,36.00,10.10.2017
CGG15007,8252,38,61,44,12.00,1,33,13.44,10.10.2017
CGG15007,8252,39,61,45,0.00,1,32,40.78,10.10.2017
