seaSurveyName,seaNpdidSurvey,seaPolygonPointNumber,seaPolygonNSDeg,seaPolygonNSMin,seaPolygonNSSec,seaPolygonEWDeg,seaPolygonEWMin,seaPolygonEWSec,datesyncNPD
EMGS1001,7191,3,72,35,0.00,15,40,0.00,10.10.2017
EMGS1001,7191,4,73,45,0.00,15,40,0.00,10.10.2017
EMGS1001,7191,5,73,45,0.00,20,20,0.00,10.10.2017
EMGS1001,7191,6,74,30,0.00,23,0,0.00,10.10.2017
EMGS1001,7191,7,74,30,0.00,27,0,0.00,10.10.2017
EMGS1001,7191,8,73,15,0.00,27,0,0.00,10.10.2017
EMGS1001,7191,9,73,15,0.00,32,0,0.00,10.10.2017
EMGS1001,7191,10,71,45,0.00,32,0,0.00,10.10.2017
EMGS1001,7191,11,71,45,0.00,25,20,0.00,10.10.2017
EMGS1001,7191,12,71,37,0.00,25,20,0.00,10.10.2017
EMGS1001,7191,13,71,37,0.00,17,40,0.00,10.10.2017
EMGS1001,7191,14,71,45,0.00,17,40,0.00,10.10.2017
EMGS1002,7194,1,67,31,0.00,5,59,0.00,10.10.2017
EMGS1002,7194,2,67,31,0.00,7,21,0.00,10.10.2017
EMGS1002,7194,3,66,51,0.00,7,21,0.00,10.10.2017
EMGS1002,7194,4,66,51,0.00,5,59,0.00,10.10.2017
EMGS1003,7200,1,66,1,0.00,6,1,0.00,10.10.2017
EMGS1003,7200,2,66,1,0.00,3,59,0.00,10.10.2017
EMGS1003,7200,3,64,44,0.00,3,59,0.00,10.10.2017
EMGS1003,7200,4,64,44,0.00,6,1,0.00,10.10.2017
EMGS1004,7202,1,64,46,0.00,8,21,0.00,10.10.2017
EMGS1004,7202,2,64,14,0.00,8,21,0.00,10.10.2017
EMGS1004,7202,3,64,14,0.00,7,26,0.00,10.10.2017
EMGS1004,7202,4,64,46,0.00,7,26,0.00,10.10.2017
EMGS1005,7203,1,66,31,0.00,10,1,0.00,10.10.2017
EMGS1005,7203,2,65,44,0.00,10,1,0.00,10.10.2017
EMGS1005,7203,3,65,44,0.00,7,39,0.00,10.10.2017
EMGS1005,7203,4,66,31,0.00,7,39,0.00,10.10.2017
EMGS1006,7206,1,57,0,0.00,6,20,0.00,10.10.2017
EMGS1006,7206,2,57,16,0.00,6,21,0.00,10.10.2017
EMGS1006,7206,3,57,16,0.00,5,19,0.00,10.10.2017
EMGS1006,7206,4,56,41,0.00,5,20,0.00,10.10.2017
EMGS1007,7205,1,67,0,0.00,8,59,0.00,10.10.2017
EMGS1007,7205,2,67,0,0.00,11,1,0.00,10.10.2017
EMGS1007,7205,3,66,44,0.00,11,1,0.00,10.10.2017
EMGS1007,7205,4,66,44,0.00,8,59,0.00,10.10.2017
EMGS1008,7261,1,59,22,0.00,1,54,0.00,10.10.2017
EMGS1008,7261,2,59,22,0.00,2,8,0.00,10.10.2017
EMGS1008,7261,3,59,31,0.00,2,17,0.00,10.10.2017
EMGS1008,7261,4,59,40,0.00,2,14,0.00,10.10.2017
EMGS1008,7261,5,59,41,0.00,1,59,0.00,10.10.2017
EMGS1008,7261,6,59,34,0.00,1,53,30.00,10.10.2017
EMGS1009,7273,1,67,15,30.00,5,27,30.00,10.10.2017
EMGS1009,7273,2,66,30,30.00,5,27,30.00,10.10.2017
EMGS1009,7273,3,66,30,30.00,7,29,30.00,10.10.2017
EMGS1009,7273,4,67,15,30.00,7,29,30.00,10.10.2017
EMGS1010,7328,1,66,30,0.00,7,39,0.00,10.10.2017
EMGS1010,7328,2,66,30,0.00,9,0,0.00,10.10.2017
EMGS1010,7328,3,65,50,0.00,9,0,0.00,10.10.2017
EMGS1010,7328,4,65,50,0.00,7,39,0.00,10.10.2017
EMGS1011,7329,1,72,0,0.00,19,0,0.00,10.10.2017
EMGS1011,7329,2,72,0,0.00,22,59,50.00,10.10.2017
EMGS1011,7329,3,71,28,40.00,22,25,50.00,10.10.2017
EMGS1011,7329,4,71,15,40.00,22,4,50.00,10.10.2017
EMGS1011,7329,5,71,8,30.00,21,35,0.00,10.10.2017
EMGS1011,7329,6,71,0,59.99,20,36,10.00,10.10.2017
EMGS1011,7329,7,71,0,59.99,19,0,0.00,10.10.2017
EMGS1011,7329,8,72,0,0.00,19,0,0.00,10.10.2017
EMGS1012,7358,1,56,57,49.00,2,52,8.50,10.10.2017
EMGS1012,7358,2,56,24,11.00,2,51,50.00,10.10.2017
EMGS1012,7358,3,56,24,13.00,3,25,40.00,10.10.2017
EMGS1012,7358,4,56,57,26.00,3,25,5.50,10.10.2017
EMGS1101,7417,1,62,31,0.00,3,45,0.00,10.10.2017
EMGS1101,7417,2,62,31,0.00,3,15,0.00,10.10.2017
EMGS1101,7417,3,61,54,0.00,3,15,0.00,10.10.2017
EMGS1101,7417,4,61,54,0.00,3,45,0.00,10.10.2017
EMGS1102,7456,1,72,14,30.00,19,39,30.00,10.10.2017
EMGS1102,7456,2,72,14,30.00,20,40,30.00,10.10.2017
EMGS1102,7456,3,72,45,30.00,20,40,30.00,10.10.2017
EMGS1102,7456,4,72,45,30.00,19,39,30.00,10.10.2017
EMGS1103,7537,1,63,35,0.00,3,20,0.00,10.10.2017
EMGS1103,7537,2,63,35,0.00,1,20,0.00,10.10.2017
EMGS1103,7537,3,64,25,0.00,1,20,0.00,10.10.2017
EMGS1103,7537,4,64,25,0.00,3,20,0.00,10.10.2017
EMGS1201,7558,1,74,8,27.00,17,0,0.00,10.10.2017
EMGS1201,7558,2,74,6,59.00,17,2,36.00,10.10.2017
EMGS1201,7558,3,74,5,40.00,17,5,15.00,10.10.2017
EMGS1201,7558,4,74,0,44.00,17,18,23.00,10.10.2017
EMGS1201,7558,5,73,57,46.00,17,27,5.00,10.10.2017
EMGS1201,7558,6,73,52,37.00,17,47,16.00,10.10.2017
EMGS1201,7558,7,73,46,46.00,18,31,5.00,10.10.2017
EMGS1201,7558,8,73,46,12.00,18,59,56.00,10.10.2017
EMGS1201,7558,9,73,45,51.00,19,19,57.00,10.10.2017
EMGS1201,7558,10,73,49,36.00,20,4,58.00,10.10.2017
EMGS1201,7558,11,73,53,26.00,20,26,28.00,10.10.2017
EMGS1201,7558,12,74,0,1.00,20,51,51.00,10.10.2017
EMGS1201,7558,13,74,15,30.00,21,22,27.00,10.10.2017
EMGS1201,7558,14,74,20,30.00,21,59,50.00,10.10.2017
EMGS1201,7558,15,71,3,32.00,21,59,52.00,10.10.2017
EMGS1201,7558,16,71,0,0.00,21,43,28.00,10.10.2017
EMGS1201,7558,17,70,59,59.00,19,59,52.00,10.10.2017
EMGS1201,7558,18,70,59,59.00,18,59,52.00,10.10.2017
EMGS1201,7558,19,70,59,59.00,17,59,52.00,10.10.2017
EMGS1201,7558,20,70,59,59.00,16,59,52.00,10.10.2017
EMGS1201,7558,21,71,28,16.00,17,26,7.00,10.10.2017
EMGS1201,7558,22,71,30,18.00,17,38,47.00,10.10.2017
EMGS1201,7558,23,71,37,25.00,17,18,33.00,10.10.2017
EMGS1201,7558,24,71,58,5.00,17,7,48.00,10.10.2017
EMGS1201,7558,25,72,25,31.00,17,0,0.00,10.10.2017
EMGS1201,7558,26,74,8,27.00,17,0,0.00,10.10.2017
EMGS1202,7559,1,74,20,30.00,21,59,50.00,10.10.2017
EMGS1202,7559,2,74,21,8.00,22,5,37.00,10.10.2017
EMGS1202,7559,3,74,26,12.00,22,37,5.00,10.10.2017
EMGS1202,7559,4,74,30,0.00,22,55,57.00,10.10.2017
EMGS1202,7559,5,74,30,0.00,24,0,0.00,10.10.2017
EMGS1202,7559,6,74,30,0.00,25,0,0.00,10.10.2017
EMGS1202,7559,7,74,30,0.00,26,0,0.00,10.10.2017
EMGS1202,7559,8,74,30,0.00,27,0,0.00,10.10.2017
EMGS1202,7559,9,71,27,57.00,26,59,59.00,10.10.2017
EMGS1202,7559,10,71,29,27.00,25,59,59.00,10.10.2017
EMGS1202,7559,11,71,29,55.00,25,39,2.00,10.10.2017
EMGS1202,7559,12,71,29,27.00,25,26,55.00,10.10.2017
EMGS1202,7559,13,71,27,33.00,25,0,15.00,10.10.2017
EMGS1202,7559,14,71,25,36.00,24,34,29.00,10.10.2017
EMGS1202,7559,15,71,24,53.00,23,59,59.00,10.10.2017
EMGS1202,7559,16,71,24,14.00,23,47,42.00,10.10.2017
EMGS1202,7559,17,71,22,43.00,23,32,31.00,10.10.2017
EMGS1202,7559,18,71,16,12.00,22,59,59.00,10.10.2017
EMGS1202,7559,19,71,3,32.00,21,59,59.00,10.10.2017
EMGS1202,7559,20,74,20,30.00,21,59,50.00,10.10.2017
EMGS1203,7560,1,74,30,0.00,27,0,1.00,10.10.2017
EMGS1203,7560,2,74,30,0.00,31,21,27.00,10.10.2017
EMGS1203,7560,3,74,24,57.00,31,31,44.00,10.10.2017
EMGS1203,7560,4,74,16,13.00,31,59,59.00,10.10.2017
EMGS1203,7560,5,71,0,4.00,32,0,2.00,10.10.2017
EMGS1203,7560,6,71,0,4.00,30,25,5.00,10.10.2017
EMGS1203,7560,7,71,7,35.00,29,43,58.00,10.10.2017
EMGS1203,7560,8,71,13,57.00,29,13,50.00,10.10.2017
EMGS1203,7560,9,71,20,58.00,28,45,17.00,10.10.2017
EMGS1203,7560,10,71,23,8.00,28,34,19.00,10.10.2017
EMGS1203,7560,11,71,24,29.00,28,22,5.00,10.10.2017
EMGS1203,7560,12,71,25,56.00,28,0,32.00,10.10.2017
EMGS1203,7560,13,71,26,53.00,27,42,10.00,10.10.2017
EMGS1203,7560,14,71,27,32.00,27,20,6.00,10.10.2017
EMGS1203,7560,15,71,28,2.00,27,0,1.00,10.10.2017
EMGS1203,7560,16,74,30,0.00,27,0,1.00,10.10.2017
EMGS1204,7583,1,66,0,0.00,1,20,0.00,10.10.2017
EMGS1204,7583,2,67,0,0.00,1,20,0.00,10.10.2017
EMGS1204,7583,3,67,45,0.00,3,0,0.00,10.10.2017
EMGS1204,7583,4,68,15,0.00,5,0,0.00,10.10.2017
EMGS1204,7583,5,67,0,0.00,6,0,0.00,10.10.2017
EMGS1204,7583,6,66,4,42.00,2,54,45.00,10.10.2017
EMGS1204,7583,7,65,42,33.00,3,26,57.00,10.10.2017
EMGS1204,7583,8,65,38,27.00,3,11,0.00,10.10.2017
EMGS1204,7583,9,66,0,0.00,2,40,0.00,10.10.2017
EMGS1205,7713,1,59,7,0.00,1,40,0.00,10.10.2017
EMGS1205,7713,2,59,17,14.00,1,42,36.00,10.10.2017
EMGS1205,7713,3,59,46,3.00,2,0,0.00,10.10.2017
EMGS1205,7713,4,59,46,3.00,2,16,0.00,10.10.2017
EMGS1205,7713,5,59,7,0.00,2,16,0.00,10.10.2017
EMGS1301,7772,1,74,30,0.00,15,0,0.00,10.10.2017
EMGS1301,7772,2,74,30,0.00,16,37,23.56,10.10.2017
EMGS1301,7772,3,74,23,31.89,16,36,39.73,10.10.2017
EMGS1301,7772,4,74,12,16.72,16,50,27.93,10.10.2017
EMGS1301,7772,5,74,5,40.26,17,5,15.56,10.10.2017
EMGS1301,7772,6,73,57,58.07,17,25,47.50,10.10.2017
EMGS1301,7772,7,73,52,37.11,17,47,16.81,10.10.2017
EMGS1301,7772,8,73,46,39.47,18,31,1.55,10.10.2017
EMGS1301,7772,9,73,45,51.66,19,19,57.34,10.10.2017
EMGS1301,7772,10,73,49,36.36,20,4,58.04,10.10.2017
EMGS1301,7772,11,73,53,26.62,20,26,28.54,10.10.2017
EMGS1301,7772,12,74,0,1.17,20,51,51.42,10.10.2017
EMGS1301,7772,13,74,15,30.68,21,22,27.20,10.10.2017
EMGS1301,7772,14,74,20,17.26,21,59,59.99,10.10.2017
EMGS1301,7772,15,74,26,12.57,22,37,5.02,10.10.2017
EMGS1301,7772,16,74,30,0.00,22,55,57.33,10.10.2017
EMGS1301,7772,17,74,30,0.00,31,21,26.97,10.10.2017
EMGS1301,7772,18,74,24,57.65,31,31,44.13,10.10.2017
EMGS1301,7772,19,74,16,13.23,31,59,59.97,10.10.2017
EMGS1301,7772,20,70,29,18.29,31,59,54.90,10.10.2017
EMGS1301,7772,21,70,29,15.81,31,57,5.59,10.10.2017
EMGS1301,7772,22,70,34,46.33,31,49,16.63,10.10.2017
EMGS1301,7772,23,70,39,41.45,31,39,59.92,10.10.2017
EMGS1301,7772,24,70,57,27.73,30,39,59.95,10.10.2017
EMGS1301,7772,25,71,7,35.63,29,43,58.22,10.10.2017
EMGS1301,7772,26,71,23,52.27,28,31,56.09,10.10.2017
EMGS1301,7772,27,71,26,8.47,27,59,59.95,10.10.2017
EMGS1301,7772,28,71,30,12.95,25,40,0.00,10.10.2017
EMGS1301,7772,29,71,25,56.11,24,34,30.46,10.10.2017
EMGS1301,7772,30,71,24,24.22,23,40,4.13,10.10.2017
EMGS1301,7772,31,70,57,36.96,21,32,8.93,10.10.2017
EMGS1301,7772,32,70,35,20.21,18,40,0.00,10.10.2017
EMGS1301,7772,33,70,30,0.00,18,11,3.28,10.10.2017
EMGS1301,7772,34,70,24,50.08,17,53,30.95,10.10.2017
EMGS1301,7772,35,70,15,0.00,17,33,20.68,10.10.2017
EMGS1301,7772,36,70,9,17.13,17,21,57.51,10.10.2017
EMGS1301,7772,37,70,11,27.81,16,38,26.50,10.10.2017
EMGS1301,7772,38,70,15,0.00,16,30,0.00,10.10.2017
EMGS1301,7772,39,70,15,0.00,16,0,0.00,10.10.2017
EMGS1301,7772,40,72,0,0.00,16,0,0.00,10.10.2017
EMGS1301,7772,41,72,0,0.00,15,0,0.00,10.10.2017
EMGS1302,7797,1,66,0,0.00,1,20,0.00,10.10.2017
EMGS1302,7797,2,67,0,0.00,1,20,0.00,10.10.2017
EMGS1302,7797,3,67,45,0.00,3,0,0.00,10.10.2017
EMGS1302,7797,4,68,15,0.00,5,0,0.00,10.10.2017
EMGS1302,7797,5,67,45,0.00,7,40,0.00,10.10.2017
EMGS1302,7797,6,67,0,0.00,7,40,0.00,10.10.2017
EMGS1302,7797,7,67,0,0.00,6,0,0.00,10.10.2017
EMGS1302,7797,8,66,0,0.00,2,40,0.00,10.10.2017
EMGS1303,7817,1,66,0,0.00,6,0,0.00,10.10.2017
EMGS1303,7817,2,66,0,0.00,8,40,0.00,10.10.2017
EMGS1303,7817,3,65,0,0.00,8,40,0.00,10.10.2017
EMGS1303,7817,4,65,0,0.00,8,20,0.00,10.10.2017
EMGS1303,7817,5,65,15,0.00,8,20,0.00,10.10.2017
EMGS1303,7817,6,65,15,0.00,8,0,0.00,10.10.2017
EMGS1303,7817,7,64,15,0.00,8,0,0.00,10.10.2017
EMGS1303,7817,8,64,15,0.00,6,0,0.00,10.10.2017
EMGS1304,7819,1,59,26,0.00,1,59,0.00,10.10.2017
EMGS1304,7819,2,59,29,0.00,2,58,0.00,10.10.2017
EMGS1304,7819,3,59,58,0.00,2,53,0.00,10.10.2017
EMGS1304,7819,4,59,55,11.00,2,4,33.00,10.10.2017
EMGS1304,7819,5,59,54,10.00,2,4,44.00,10.10.2017
EMGS1304,7819,6,59,40,27.00,1,56,13.00,10.10.2017
EMGS1305,7820,1,60,37,58.61,2,40,46.91,10.10.2017
EMGS1305,7820,2,60,23,9.52,3,2,36.97,10.10.2017
EMGS1305,7820,3,60,37,52.55,3,44,23.95,10.10.2017
EMGS1305,7820,4,60,52,48.41,3,22,43.25,10.10.2017
EMGS1306,7943,1,74,30,0.00,32,0,0.00,10.10.2017
EMGS1306,7943,2,74,30,0.00,37,0,0.00,10.10.2017
EMGS1306,7943,3,73,42,0.00,37,0,0.00,10.10.2017
EMGS1306,7943,4,71,0,0.00,33,0,0.00,10.10.2017
EMGS1306,7943,5,71,15,0.00,32,0,0.00,10.10.2017
EMGS1401,7975,1,73,36,28.00,33,52,6.00,10.10.2017
EMGS1401,7975,2,74,30,0.00,33,46,2.00,10.10.2017
EMGS1401,7975,3,74,30,0.00,37,0,0.00,10.10.2017
EMGS1401,7975,4,73,41,9.70,37,0,0.00,10.10.2017
EMGS1401,7975,5,73,36,43.93,36,52,14.31,10.10.2017
EMGS1402,7976,1,73,6,37.40,34,27,16.50,10.10.2017
EMGS1402,7976,2,73,6,47.20,32,0,0.00,10.10.2017
EMGS1402,7976,3,73,53,4.10,32,0,0.00,10.10.2017
EMGS1402,7976,4,73,52,52.90,34,31,20.10,10.10.2017
EMGS1403,7977,1,71,53,9.80,34,9,20.07,10.10.2017
EMGS1403,7977,2,71,21,40.78,33,26,10.51,10.10.2017
EMGS1403,7977,3,71,21,55.88,32,0,0.00,10.10.2017
EMGS1403,7977,4,72,23,6.53,32,0,0.00,10.10.2017
EMGS1403,7977,5,72,22,40.50,33,27,51.41,10.10.2017
EMGS1403,7977,6,71,53,26.52,33,26,33.16,10.10.2017
EMGS1404,7978,1,74,30,0.00,15,0,0.00,10.10.2017
EMGS1404,7978,2,74,30,0.00,16,37,23.50,10.10.2017
EMGS1404,7978,3,74,23,31.90,16,36,39.70,10.10.2017
EMGS1404,7978,4,74,12,16.70,16,50,27.90,10.10.2017
EMGS1404,7978,5,74,5,40.30,17,5,15.50,10.10.2017
EMGS1404,7978,6,73,57,58.10,17,25,47.50,10.10.2017
EMGS1404,7978,7,73,52,37.10,17,47,16.80,10.10.2017
EMGS1404,7978,8,73,46,39.40,18,31,1.00,10.10.2017
EMGS1404,7978,9,73,45,51.60,19,19,57.30,10.10.2017
EMGS1404,7978,10,73,49,36.30,20,4,58.00,10.10.2017
EMGS1404,7978,11,73,53,26.60,20,26,28.50,10.10.2017
EMGS1404,7978,12,74,0,1.10,20,51,51.40,10.10.2017
EMGS1404,7978,13,74,15,30.60,21,22,27.20,10.10.2017
EMGS1404,7978,14,74,20,17.60,22,0,0.00,10.10.2017
EMGS1404,7978,15,74,26,12.50,22,37,5.00,10.10.2017
EMGS1404,7978,16,74,30,0.00,22,55,57.30,10.10.2017
EMGS1404,7978,17,74,30,0.00,31,21,26.90,10.10.2017
EMGS1404,7978,18,74,24,57.60,31,31,44.10,10.10.2017
EMGS1404,7978,19,74,16,13.20,32,0,0.00,10.10.2017
EMGS1404,7978,20,70,29,18.20,32,0,0.00,10.10.2017
EMGS1404,7978,21,70,29,15.80,31,57,5.50,10.10.2017
EMGS1404,7978,22,70,34,46.30,31,49,18.60,10.10.2017
EMGS1404,7978,23,70,39,41.40,31,39,59.90,10.10.2017
EMGS1404,7978,24,70,57,27.70,30,39,59.90,10.10.2017
EMGS1404,7978,25,71,7,35.60,29,43,58.20,10.10.2017
EMGS1404,7978,26,71,23,52.20,28,31,56.00,10.10.2017
EMGS1404,7978,27,71,26,8.40,27,59,59.90,10.10.2017
EMGS1404,7978,28,71,30,12.90,25,40,0.00,10.10.2017
EMGS1404,7978,29,71,25,56.10,24,34,30.40,10.10.2017
EMGS1404,7978,30,71,24,24.20,23,40,4.10,10.10.2017
EMGS1404,7978,31,70,57,36.90,21,32,8.90,10.10.2017
EMGS1404,7978,32,70,35,20.20,18,40,0.00,10.10.2017
EMGS1404,7978,33,70,30,0.00,18,11,3.20,10.10.2017
EMGS1404,7978,34,70,24,50.00,17,53,30.90,10.10.2017
EMGS1404,7978,35,70,0,0.10,17,3,20.20,10.10.2017
EMGS1404,7978,36,70,0,0.00,16,0,0.00,10.10.2017
EMGS1404,7978,37,72,0,0.00,16,0,0.00,10.10.2017
EMGS1404,7978,38,72,0,0.00,15,0,0.00,10.10.2017
EM-NVG1,7701,1,61,3,0.00,1,51,0.00,10.10.2017
EM-NVG1,7701,2,61,17,8.00,4,31,23.00,10.10.2017
EM-NVG1,7701,3,61,1,0.00,4,27,52.00,10.10.2017
EM-NVG1,7701,4,60,25,4.00,4,46,17.00,10.10.2017
EM-NVG1,7701,5,60,22,38.00,1,58,58.00,10.10.2017
EM-NVG2,7702,1,60,6,59.00,2,2,22.00,10.10.2017
EM-NVG2,7702,2,60,6,1.00,2,36,4.00,10.10.2017
EM-NVG2,7702,3,59,2,40.00,3,5,12.00,10.10.2017
EM-NVG2,7702,4,59,3,43.00,1,39,0.00,10.10.2017
EM-NVG2,7702,5,59,17,0.00,1,42,30.00,10.10.2017
EM-NVG2,7702,6,59,53,39.00,2,4,30.00,10.10.2017
EM-NVG3,7757,1,61,0,0.95,1,51,37.37,10.10.2017
EM-NVG3,7757,2,60,59,59.52,2,19,58.65,10.10.2017
EM-NVG3,7757,3,60,25,58.18,2,20,0.29,10.10.2017
EM-NVG3,7757,4,60,25,48.83,1,58,17.66,10.10.2017
EM-NVG3,7757,5,60,37,54.16,1,55,56.68,10.10.2017
EM-Test-Troll,7262,1,60,59,17.16,3,19,27.12,10.10.2017
EM-Test-Troll,7262,2,60,59,13.92,3,43,57.00,10.10.2017
EM-Test-Troll,7262,3,60,39,57.96,3,43,25.68,10.10.2017
EM-Test-Troll,7262,4,60,39,58.68,3,19,10.56,10.10.2017
EN0901,7070,1,71,13,43.00,22,48,20.00,10.10.2017
EN0901,7070,2,71,18,52.00,23,1,15.00,10.10.2017
EN0901,7070,3,71,30,53.00,22,13,57.00,10.10.2017
EN0901,7070,4,71,13,16.00,21,31,5.00,10.10.2017
EN0901,7070,5,71,4,40.00,22,5,27.00,10.10.2017
EN0901,7070,6,71,7,16.00,22,17,16.00,10.10.2017
EN0902,7144,1,71,12,0.00,22,0,0.00,10.10.2017
EN0902,7144,2,71,25,0.00,22,0,0.00,10.10.2017
EN0902,7144,3,71,25,0.00,22,30,0.00,10.10.2017
EN0902,7144,4,71,12,0.00,22,30,0.00,10.10.2017
EN1001,7282,1,70,45,0.00,16,10,0.00,10.10.2017
EN1001,7282,2,70,45,0.00,16,53,0.00,10.10.2017
EN1001,7282,3,70,57,0.00,16,53,0.00,10.10.2017
EN1001,7282,4,70,57,0.00,16,10,0.00,10.10.2017
EN1002,7283,1,71,56,18.00,20,1,15.00,10.10.2017
EN1002,7283,2,71,57,45.00,20,7,59.00,10.10.2017
EN1002,7283,3,71,53,4.00,20,19,37.00,10.10.2017
EN1002,7283,4,71,53,59.00,20,23,54.00,10.10.2017
EN1002,7283,5,71,58,40.00,20,12,16.00,10.10.2017
EN1002,7283,6,71,59,59.00,20,18,23.00,10.10.2017
EN1002,7283,7,72,6,10.00,20,4,30.00,10.10.2017
EN1002,7283,8,72,2,29.00,19,47,19.00,10.10.2017
EN1201,7662,1,71,58,30.00,20,9,0.00,10.10.2017
EN1201,7662,2,72,9,0.00,20,9,0.00,10.10.2017
EN1201,7662,3,72,9,0.00,19,53,0.00,10.10.2017
EN1201,7662,4,71,58,30.00,19,53,0.00,10.10.2017
EN1301,7840,1,71,59,0.00,20,25,0.00,10.10.2017
EN1301,7840,2,72,34,30.00,20,25,0.00,10.10.2017
EN1301,7840,3,72,34,30.00,19,35,0.00,10.10.2017
EN1301,7840,4,71,59,0.00,19,35,0.00,10.10.2017
EN15300,8200,1,72,50,54.05,22,15,32.47,10.10.2017
EN15300,8200,2,72,55,29.18,22,40,16.33,10.10.2017
EN15300,8200,3,73,2,46.43,22,24,38.55,10.10.2017
EN15300,8200,4,72,58,9.40,21,59,48.52,10.10.2017
EN15301,8210,1,71,16,57.01,22,8,38.40,10.10.2017
EN15301,8210,2,71,10,9.85,21,52,12.12,10.10.2017
EN15301,8210,3,71,6,17.28,22,7,33.84,10.10.2017
EN15301,8210,4,71,10,27.71,22,26,47.49,10.10.2017
EN15301,8210,5,71,11,37.28,22,29,38.29,10.10.2017
EN15302,8254,1,73,14,58.70,18,48,47.81,10.10.2017
EN15302,8254,2,73,9,30.82,18,21,29.90,10.10.2017
EN15302,8254,3,73,1,56.96,18,39,33.38,10.10.2017
EN15302,8254,4,73,7,22.46,19,6,45.10,10.10.2017
EN16300,8383,1,71,11,5.00,22,29,46.00,10.10.2017
EN16300,8383,2,71,8,50.00,22,24,12.00,10.10.2017
EN16300,8383,3,71,5,30.00,22,8,37.00,10.10.2017
EN16300,8383,4,71,9,20.00,21,53,4.00,10.10.2017
EN16300,8383,5,71,16,8.00,22,9,42.00,10.10.2017
ENG17001,8507,1,61,27,28.53,3,41,18.48,10.10.2017
ENG17001,8507,2,61,27,13.25,4,16,52.29,10.10.2017
ENG17001,8507,3,61,16,1.03,4,16,24.67,10.10.2017
ENG17001,8507,4,61,16,16.71,3,41,4.12,10.10.2017
EO0901,7087,1,65,56,12.00,5,31,40.00,10.10.2017
EO0901,7087,2,65,54,49.00,5,55,56.00,10.10.2017
EO0901,7087,3,66,21,29.00,6,5,30.00,10.10.2017
EO0901,7087,4,66,22,55.00,5,40,49.00,10.10.2017
EO1001,7230,1,60,24,28.00,3,36,34.00,10.10.2017
EO1001,7230,2,60,19,53.00,3,36,29.00,10.10.2017
EO1001,7230,3,60,19,55.00,3,31,36.00,10.10.2017
EO1001,7230,4,60,24,29.00,3,31,40.00,10.10.2017
EO1002,7231,1,60,22,11.00,3,34,5.00,10.10.2017
EO1002,7231,2,60,30,38.00,4,1,46.00,10.10.2017
EO1002,7231,3,60,30,38.00,4,1,47.00,10.10.2017
EO1002,7231,4,60,22,11.00,3,34,6.00,10.10.2017
EO1003,7293,1,66,14,56.70,8,56,1.20,10.10.2017
EO1003,7293,2,66,22,25.10,9,39,30.10,10.10.2017
EO1003,7293,3,66,29,58.60,10,26,22.70,10.10.2017
EO1003,7293,4,66,31,46.80,10,25,54.30,10.10.2017
EO1003,7293,5,66,45,0.00,10,21,49.20,10.10.2017
EO1003,7293,6,66,30,34.80,8,48,52.90,10.10.2017
EO1004,7301,1,65,34,55.10,7,45,30.10,10.10.2017
EO1004,7301,2,65,39,43.40,7,51,23.80,10.10.2017
EO1004,7301,3,65,42,9.40,7,39,45.00,10.10.2017
EO1004,7301,4,65,37,20.90,7,33,52.90,10.10.2017
EO12001,7627,1,67,3,3.20,11,4,53.30,10.10.2017
EO12001,7627,2,67,3,2.60,11,43,29.10,10.10.2017
EO12001,7627,3,66,41,57.00,11,24,35.20,10.10.2017
EO12001,7627,4,66,41,56.30,10,46,33.80,10.10.2017
EO12301,7631,1,65,28,20.60,7,36,58.50,10.10.2017
EO12301,7631,2,65,37,51.20,7,51,43.30,10.10.2017
EO12301,7631,3,65,41,10.30,7,39,12.80,10.10.2017
EO12301,7631,4,65,31,38.50,7,24,30.70,10.10.2017
EO13001,7851,1,59,10,46.00,2,33,34.00,10.10.2017
EO13001,7851,2,59,15,22.00,2,58,3.00,10.10.2017
EO13001,7851,3,58,55,7.00,3,13,14.00,10.10.2017
EO13001,7851,4,58,55,4.00,3,54,16.00,10.10.2017
EO13001,7851,5,58,43,12.00,3,54,11.00,10.10.2017
EO13001,7851,6,58,43,16.00,3,21,33.00,10.10.2017
EO13001,7851,7,58,35,53.00,3,26,56.00,10.10.2017
EO13001,7851,8,58,31,12.00,3,3,24.00,10.10.2017
EO13002,7854,1,66,43,12.00,10,36,25.00,10.10.2017
EO13002,7854,2,66,46,7.00,10,42,3.00,10.10.2017
EO13002,7854,3,67,5,6.00,10,58,28.00,10.10.2017
EO13002,7854,4,67,5,5.00,11,44,39.00,10.10.2017
EO13002,7854,5,66,36,14.00,11,18,53.00,10.10.2017
EO13002,7854,6,66,36,25.00,10,59,9.00,10.10.2017
EO13002,7854,7,66,40,28.00,10,36,11.00,10.10.2017
EO13003,7855,1,62,9,56.00,3,40,35.00,10.10.2017
EO13003,7855,2,62,46,34.00,4,48,56.00,10.10.2017
EO13003,7855,3,62,56,8.00,4,24,58.00,10.10.2017
EO13003,7855,4,62,19,18.00,3,16,45.00,10.10.2017
EO14001,8035,1,66,5,56.39,9,57,28.42,10.10.2017
EO14001,8035,2,66,24,17.19,9,37,52.53,10.10.2017
EO14001,8035,3,66,39,47.43,11,18,20.02,10.10.2017
EO14001,8035,4,66,29,20.10,11,28,20.34,10.10.2017
EO14001,8035,5,66,10,0.01,11,26,21.44,10.10.2017
EO14001,8035,6,65,57,43.87,10,6,4.60,10.10.2017
